participant_id,latent_engagement
P0001,-1.550440007891
P0002,-1.702156932375
P0003,1.268918355400
P0004,-1.298559889686
P0005,2.026683674406
P0006,0.832262482259
P0007,0.774521592457
P0008,-1.081821418432
P0009,0.844805111586
P0010,0.706337056486
P0011,-0.511935029217
P0012,0.159926630994
P0013,-2.046615974304
P0014,1.457497894724
P0015,0.041425576242
P0016,-1.467181139472
P0017,0.096399649510
P0018,0.801849609638
P0019,-1.088395873749
P0020,1.530877887742
P0021,-0.859484713278
P0022,0.085566115042
P0023,-0.589854804752
P0024,-1.039901910642
P0025,1.294682962127
P0026,1.934169265396
P0027,-0.605179641080
P0028,0.047321835005
P0029,0.523971094950
P0030,-0.339066754681
P0031,-0.943299280449
P0032,1.055778515340
P0033,-0.421664406255
P0034,-0.369721939430
P0035,1.035071255449
P0036,-0.098656833905
P0037,-1.797639478321
P0038,-1.104305663423
P0039,-0.789155501264
P0040,-0.359181429867
P0041,-0.897336587237
P0042,0.376096501877
P0043,0.676887853023
P0044,-0.521485071553
P0045,0.722034010451
P0046,1.308004301821
P0047,1.013290584859
P0048,-0.408075249172
P0049,-0.287571162635
P0050,1.862535859709
P0051,1.647970098944
P0052,0.144832666763
P0053,0.513534687889
P0054,-0.763351105535
P0055,-1.174799436873
P0056,-1.116876541171
P0057,-0.776728576676
P0058,-1.063081698843
P0059,-0.781876551038
P0060,-1.606663604634
P0061,-1.092256787479
P0062,-0.034536200462
P0063,-2.362648705914
P0064,1.328948964178
P0065,0.171993390455
P0066,0.604543529884
P0067,-0.201996653602
P0068,-0.794647719468
P0069,-0.865861141579
P0070,-1.133599482220
P0071,-0.512767234277
P0072,-0.844634833921
P0073,-1.131822107434
P0074,-0.161144396903
P0075,0.998791492829
P0076,2.565830867871
P0077,0.607608372067
P0078,1.557555263427
P0079,-0.437277805145
P0080,-0.083821196587
P0081,0.217017339669
P0082,2.419593874917
P0083,-1.285097509720
P0084,1.595136496852
P0085,0.878102208222
P0086,-0.336258455640
P0087,-1.136647285481
P0088,-0.085208266638
P0089,-0.340897316774
P0090,0.283138749798
P0091,-0.669247096511
P0092,-0.174322398844
P0093,-1.785470230739
P0094,1.065070298300
P0095,-0.770114895930
P0096,0.808356377183
P0097,-0.059444898158
P0098,0.052990282594
P0099,-1.349723996365
P0100,0.135191775007
P0101,-2.021871575353
P0102,1.387590788412
P0103,0.429988510159
P0104,-2.059358614225
P0105,-0.039470116105
P0106,-0.586087706485
P0107,-0.701139540847
P0108,-1.344607084181
P0109,0.065200780804
P0110,-0.513510933762
P0111,-0.414899880521
P0112,0.233685018677
P0113,0.000151984012
P0114,-0.256325935705
P0115,0.641544450539
P0116,-0.378519834067
P0117,-0.136136740888
P0118,-1.334087106045
P0119,-0.043131682181
P0120,1.762210057666
P0121,-1.280783893578
P0122,-0.425538344394
P0123,-1.801882538706
P0124,-0.198340613040
P0125,1.144439376171
P0126,0.176360974521
P0127,0.810882334083
P0128,1.183343810481
P0129,-0.604131018561
P0130,-0.452070070886
P0131,-1.733249619807
P0132,2.254637127405
P0133,-0.290293546108
P0134,-1.541502976882
P0135,-1.037582317639
P0136,0.960078927912
P0137,0.163113481027
P0138,0.108320388624
P0139,-0.008274727716
P0140,0.495336463537
P0141,0.270193268357
P0142,-0.707613061947
P0143,-1.939668042499
P0144,-0.066399399366
P0145,-1.575172400164
P0146,-1.513199659019
P0147,1.507960878515
P0148,1.206720272503
P0149,0.855912095710
P0150,0.278789509122
P0151,0.973094046535
P0152,-0.330269465863
P0153,-0.773081368886
P0154,-0.645269134192
P0155,0.638082050315
P0156,-1.390937259007
P0157,1.639595402830
P0158,-0.207043974598
P0159,-0.550499707169
P0160,0.242844259587
P0161,-0.893897262590
P0162,-1.088518591395
P0163,-0.525810011526
P0164,0.829627430834
P0165,-0.605206012261
P0166,0.793626835176
P0167,-0.983136677353
P0168,-1.640667208358
P0169,0.984813904391
P0170,-2.075235688518
P0171,-1.196128526548
P0172,-1.427269058297
P0173,2.469160530614
P0174,1.469209376654
P0175,0.767287585342
P0176,-0.481889985196
P0177,-0.821923345718
P0178,-3.379965337677
P0179,-0.123315373441
P0180,0.480620581111
P0181,0.604827191391
P0182,-0.815123710868
P0183,0.413837931192
P0184,-0.796300092364
P0185,1.757867585890
P0186,0.846403804498
P0187,-0.854081711589
P0188,-0.906615370231
P0189,1.564898249055
P0190,0.525943946450
P0191,-1.083730142090
P0192,-1.249148350920
P0193,0.837202552030
P0194,0.256783779472
P0195,-1.622783673516
P0196,-1.066004782590
P0197,-0.879955460329
P0198,0.719479063497
P0199,0.974318689260
P0200,-0.434208328993
P0201,-2.124888006901
P0202,-0.341994886181
P0203,-1.326945437426
P0204,0.651801628606
P0205,0.608686741419
P0206,0.405531462242
P0207,1.972506390532
P0208,0.595611127023
P0209,0.649116924916
P0210,0.685982811490
P0211,2.828341218398
P0212,0.769337370288
P0213,0.830259299864
P0214,-1.189949173284
P0215,-0.608025585924
P0216,-0.197956611863
P0217,0.203509862989
P0218,-0.516201415404
P0219,-0.292400096448
P0220,0.269696940940
P0221,-0.573993352324
P0222,-1.302555420351
P0223,-1.341445138123
P0224,0.697622465489
P0225,-0.424534384687
P0226,-1.107641811994
P0227,-0.749251582173
P0228,0.445334505548
P0229,-0.450422741601
P0230,0.004907962327
P0231,0.983288690726
P0232,0.272246620466
P0233,0.039035692689
P0234,1.209537919644
P0235,1.796058338592
P0236,-0.457304770960
P0237,-0.702423402355
P0238,0.429032449217
P0239,1.054041472698
P0240,1.492437587837
P0241,1.027600207974
P0242,-0.907448919695
P0243,1.217790113138
P0244,-1.242823471460
P0245,0.244152461421
P0246,-0.043307499074
P0247,0.929820033077
P0248,-0.585653963202
P0249,0.587025663944
P0250,1.325100755434
P0251,1.452204524726
P0252,0.403251341750
P0253,-0.038849881600
P0254,-0.211759829359
P0255,-0.177753154316
P0256,1.412359458785
P0257,-1.622608925412
P0258,1.171719837723
P0259,0.691571984360
P0260,0.035628620650
P0261,-1.487229440418
P0262,0.606080479729
P0263,0.006265482410
P0264,0.240754718665
P0265,-0.998803949343
P0266,1.782524554370
P0267,0.565243311410
P0268,-0.702231055345
P0269,0.053165489373
P0270,-1.000422799520
P0271,-1.230491901514
P0272,0.357633871995
P0273,0.184681876792
P0274,-0.464987537218
P0275,0.011406025718
P0276,0.322394762354
P0277,-0.554917070094
P0278,1.733779585385
P0279,2.170501757028
P0280,-0.397394678494
P0281,0.590704739850
P0282,0.336333943061
P0283,-0.286614655690
P0284,0.858467535825
P0285,0.067534125681
P0286,1.057831960443
P0287,0.364440235219
P0288,-0.204846878675
P0289,-1.563384253709
P0290,-1.223916217394
P0291,-0.031868372120
P0292,-0.334470654548
P0293,-1.136711850772
P0294,0.297628212993
P0295,-0.536941012719
P0296,-2.352265877630
P0297,-0.155061156699
P0298,-0.164311816427
P0299,-0.574048006436
P0300,-0.126574891088
P0301,0.133354519910
P0302,0.569168875044
P0303,1.176689795011
P0304,1.446608894502
P0305,-1.722045636098
P0306,0.529242029916
P0307,0.582465353867
P0308,0.219776246889
P0309,-1.391947466775
P0310,-0.312415363661
P0311,-0.407824267953
P0312,-0.842435138769
P0313,0.868633714326
P0314,-0.160787299521
P0315,0.002552335166
P0316,-0.369250277528
P0317,-0.836371452419
P0318,0.476627750646
P0319,-1.910473441698
P0320,0.655258092273
P0321,-0.172193113204
P0322,0.407454060977
P0323,1.047024283272
P0324,-0.213443353849
P0325,1.970341067531
P0326,1.096976733318
P0327,0.155867735055
P0328,0.205856359126
P0329,-1.420128747355
P0330,-0.450880585501
P0331,1.716602866100
P0332,-2.014420732661
P0333,0.839103517930
P0334,-0.323042358195
P0335,0.628506920328
P0336,0.796099474194
P0337,0.471397289911
P0338,-1.192125689518
P0339,0.369607050150
P0340,1.224706053740
P0341,-1.924236216394
P0342,0.719004998697
P0343,-0.758568975490
P0344,1.385852371387
P0345,0.638829664239
P0346,0.434733477537
P0347,-2.328056458835
P0348,0.220093199504
P0349,0.791323968003
P0350,-0.633843476138
P0351,-1.168448756054
P0352,-1.005974452864
P0353,0.488288645011
P0354,-0.402582970219
P0355,1.465034047070
P0356,-1.513143673022
P0357,-0.945391883232
P0358,-1.457864442124
P0359,-2.105161561011
P0360,-1.269336426984
P0361,-1.258792511873
P0362,0.016993164443
P0363,0.673839790824
P0364,-0.557197805684
P0365,1.444809422393
P0366,-0.156392315502
P0367,-0.618432087526
P0368,-0.471393419975
P0369,0.592806670737
P0370,0.413538690042
P0371,1.650437761856
P0372,-1.542693967550
P0373,0.123192729511
P0374,0.870475396298
P0375,0.612420503056
P0376,-0.657024552633
P0377,-2.064627088602
P0378,0.018248336662
P0379,0.278117196478
P0380,-0.886719809410
P0381,-0.116629865366
P0382,-0.357181299556
P0383,0.904760233665
P0384,-0.575215633397
P0385,-0.348931183013
P0386,-0.823169548866
P0387,0.651018968364
P0388,-1.591235782750
P0389,1.473717759528
P0390,-0.798709617819
P0391,1.396508498558
P0392,-0.254993259570
P0393,0.981147266674
P0394,-1.056561412230
P0395,0.622861333559
P0396,0.218111919748
P0397,0.282072760202
P0398,0.115841607918
P0399,0.363353296990
P0400,0.525854740189
P0401,1.496436363931
P0402,0.138857219550
P0403,-0.083357626414
P0404,-1.013316774811
P0405,0.301184679881
P0406,-1.268995707145
P0407,-0.735875098881
P0408,2.143805771833
P0409,1.632057822198
P0410,0.664824393791
P0411,0.199406143669
P0412,-0.143536604494
P0413,-1.681595094676
P0414,-0.815638082457
P0415,-0.600097072644
P0416,-0.771781635910
P0417,-0.145206609363
P0418,0.438056572999
P0419,0.981785399546
P0420,-1.076243678491
P0421,-0.699935083684
P0422,1.239535222696
P0423,-0.302034347818
P0424,-0.138450883731
P0425,1.951432751054
P0426,0.569199489170
P0427,-1.623058623447
P0428,-0.835191274192
P0429,0.176158823024
P0430,-1.863933922957
P0431,-0.801585392916
P0432,-1.774109762215
P0433,-0.892833740228
P0434,-0.962528241507
P0435,-1.851372753233
P0436,0.381648219619
P0437,0.109337380163
P0438,0.770242918563
P0439,0.351240261377
P0440,0.971490586395
P0441,-0.461506452825
P0442,0.340787436674
P0443,0.629304526049
P0444,0.982094115042
P0445,0.379347538989
P0446,-1.352284281914
P0447,-1.508705882182
P0448,-0.381227924883
P0449,-0.947026740270
P0450,0.560171894378
P0451,-0.334515480793
P0452,-1.149759553571
P0453,-0.040281767243
P0454,0.559789705310
P0455,0.926437906540
P0456,-0.887414910401
P0457,-0.772318689932
P0458,-0.592889812117
P0459,0.143487857897
P0460,-1.888193983138
P0461,1.217729362739
P0462,0.933312132349
P0463,1.515031065327
P0464,-0.911202475049
P0465,-0.340018682100
P0466,1.066039972469
P0467,-0.837865283761
P0468,-1.865444702795
P0469,0.158663178512
P0470,0.336104475483
P0471,0.692552660163
P0472,0.374811855251
P0473,-1.089992468695
P0474,-1.208066955220
P0475,-1.466269864155
P0476,0.633918078131
P0477,-1.205161583905
P0478,0.846839700591
P0479,3.325907897141
P0480,-1.215772602739
P0481,-0.848440692936
P0482,0.468038792633
P0483,-0.622655669775
P0484,-0.781652970851
P0485,0.224524558484
P0486,0.146564565393
P0487,0.213725807652
P0488,0.748826174802
P0489,0.318756649908
P0490,-0.390071646074
P0491,2.517794984165
P0492,-0.874205181084
P0493,0.261909251362
P0494,0.177676814499
P0495,1.580008881135
P0496,0.444402531801
P0497,2.420781767341
P0498,0.127882552232
P0499,1.332125289445
P0500,0.476697283277
P0501,-0.170099262369
P0502,0.742132914527
P0503,-0.021084926552
P0504,-0.808040270124
P0505,1.552230159138
P0506,0.585159351171
P0507,1.044924527250
P0508,-0.301744279793
P0509,-0.624174258382
P0510,0.656099621722
P0511,-0.089179767748
P0512,-1.857660896487
P0513,0.512486455224
P0514,0.806092875358
P0515,-0.867042966944
